fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2009 S2*2009-07-01*2009-12-31*Muy elevado*0.0*0.36**1845558.81*589**3036000*false*1.6452***1.14*0.05*0.1*29.45*0.62*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2009 T3*2009-07-01*2009-09-30*Muy elevado*0.0*0.36**2539333.51*2336**4173000*false*1.6435***0.57*0.03*0.65*41.33*0.61*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2009 S1*2009-01-01*2009-06-30*Muy elevado*0.11*1.53**2606822.32*2349*0.0*4257000*false*1.63***1.12*0.05*19.22*31.17*0.61*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2010 S2*2010-07-01*2010-12-31*Muy elevado*0.0*0.53**3769370.18*812**7434000*false*1.9721***1.14*0.05*15.9*19.25*0.61*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2010 T3*2010-07-01*2010-09-30*Muy elevado*0.0*0.46**6139561.21*3624**10447000*false*1.7016***0.57*0.03*-6.37*20.69*0.6*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2010 S1*2010-01-01*2010-06-30*Muy elevado*0.0*0.32**6977715.51*3740**12681000*false*1.8174***1.11*0.05*-2.96*21.57*0.59*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2010 T1*2010-01-01*2010-03-31*Muy elevado*0.0*0.29**4796624.44*3624**8984000*false*1.8729***0.55*0.02*13.84*24.38*0.61*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2011 S2*2011-07-01*2011-12-31*Muy elevado*0.1*1.13**2205411.08*629**3444000*false*1.5618*1.14*0.0*1.14*0.05*-1.01*24.11*0.64*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2011 T3*2011-07-01*2011-09-30*Muy elevado*0.02*1.03**2329906.22*650**3676000*false*1.5777***0.57*0.03*-5.95*22.85*0.61*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2011 S1*2011-01-01*2011-06-30*Muy elevado*0.0*1.28**2442612.12*674**4097000*false*1.6775***1.12*0.05*-2.15*22.32*0.6*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2011 T1*2011-01-01*2011-03-31*Muy elevado*0.0*0.66**2559696.11*698**4388000*false*1.7143***0.56*0.02*-13.07*23.35*0.59*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2012 T3*2012-07-01*2012-09-30*Muy elevado*1.26*0.25**2195854.43*572**3377000*false*1.538*0.57*0.0*0.57*0.03*-5.11*19.71*0.62*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2012 S1*2012-01-01*2012-06-30*Muy elevado*0.04*0.38**2270847.45*590**3681000*false*1.6208*1.12*0.0*1.12*0.05*-4.25*20.83*0.61*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2012 T1*2012-01-01*2012-03-31*Muy elevado*0.02*0.4**2105886.09*610**3565000*false*1.6928*0.56*0.0*0.56*0.02*8.39*19.6*0.61*False
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, F.I.*2013 S2*2013-07-01*2013-12-31*Muy elevado*1.71*0.16**10962525.33*6334**20591000*false*1.8783*1.13*0.0*1.13*0.05*-1.24*20.8*0.6*False
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, F.I.*2013 T3*2013-07-01*2013-09-30*Muy elevado*0.93*0.15**6846082.21*4380**13020000*false*1.9018*0.56*0.0*0.56*0.03*2.32*20.76*0.6*False
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, F.I.*2013 S1*2013-01-01*2013-06-30*Muy elevado*1.72*0.14**4828388.62*2702**8975000*false*1.8587*1.11*0.0*1.11*0.05*1.86*19.72*0.6*False
SABADELL JAPON BOLSA, FI*SABADELL BS JAPÓN BOLSA, F.I.*2013 T1*2013-01-01*2013-03-31*Muy elevado*0.66*0.11**2344177.24*1556**4278000*false*1.8249*0.56*0.0*0.56*0.02*14.18*17.49*0.61*False
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, F.I.*2014 T3*2014-07-01*2014-09-30*Muy elevado*0.09*0.09**27999322.13*13014**52817000*false*1.8864*0.56*0.0*0.56*0.03*2.91*15.8*0.59*False
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, F.I.*2014 S1*2014-01-01*2014-06-30*Muy elevado*0.97*0.26**19834241.07*11349**36356000*false*1.833*1.11*0.0*1.11*0.05*7.39*18.26*0.59*False
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, F.I.*2014 T1*2014-01-01*2014-03-31*Muy elevado*0.0*0.24**21284691.55*9433**36328000*false*1.7068*0.55*0.0*0.55*0.02*-9.13*21.82*0.58*False
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - BASE*2015 T3*2015-07-01*2015-09-30*Muy elevado*0.0*0.0**5107399.93*1301*[]*10204000*false*1.9979*0.57*0.0*0.57*0.03*-12.76*28.67*0.58*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PLUS*2015 T3*2015-07-01*2015-09-30*Muy elevado*0.0*0.0**3477196.94*106*[]*6964000*false*2.0027*0.42*0.0*0.42*0.03*-12.59*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-62159835_da"" decimals=""2"" unitref=""pure"">28.67</iic-com-fon:volatilidadvalorliquidativo>]"*0.44*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PREMIER*2015 T3*2015-07-01*2015-09-30*Muy elevado*0.0*0.0**26565635.41*7*[]*53300000*false*2.0064*0.28*0.0*0.28*0.03*-12.47*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-62159835_da"" decimals=""2"" unitref=""pure"">28.67</iic-com-fon:volatilidadvalorliquidativo>]"*0.3*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - CARTERA*2015 T3*2015-07-01*2015-09-30*Muy elevado*0.0*0.0**36445177.02*20201*[]*72916000*false*2.0007*0.49*0.0*0.49*0.03*-12.66*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-62159835_da"" decimals=""2"" unitref=""pure"">28.67</iic-com-fon:volatilidadvalorliquidativo>]"*0.52*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - BASE*2015 S1*2015-01-01*2015-06-30*Muy elevado*0.0*0.01**5399967.53*1282*[]*12367000*false*2.2901*1.12*0.0*1.12*0.05*[]*[]*[]*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PLUS*2015 S1*2015-01-01*2015-06-30*Muy elevado*0.0*0.01**3205264.15*123*[]*7344000*false*2.2911*0.12*0.0*0.12*0.01*[]*[]*[]*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PREMIER*2015 S1*2015-01-01*2015-06-30*Muy elevado*0.0*0.01**23865761.41*7*[]*54705000*false*2.2922*0.07*0.0*0.07*0.01*[]*[]*[]*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - CARTERA*2015 S1*2015-01-01*2015-06-30*Muy elevado*0.0*0.01**39704294.24*20076*[]*90948000*false*2.2906*0.14*0.0*0.14*0.01*[]*[]*[]*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, F.I.*2015 T1*2015-01-01*2015-03-31*Muy elevado*0.0*0.02**56747104.39*19231**130973000*false*2.308*0.55*0.0*0.55*0.02*22.41*15.46*0.58*False
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, F.I.*2014 S2*2014-07-01*2014-12-31*Muy elevado*0.73*0.06**32034860.69*14973**60400000*false*1.8854*1.13*0.0*1.13*0.05*-0.05*17.72*0.59*False
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - BASE*2019 T1*2019-01-01*2019-03-31*6, en una escala del 1 al 7*0.0*-0.14**2907884.71*976*[]*7122000*false*2.4491*0.56*0.0*0.56*0.02*7.85*14.83*0.58*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PLUS*2019 T1*2019-01-01*2019-03-31*6, en una escala del 1 al 7*0.0*-0.14**311735.38*6*[]*782000*false*2.5077*0.41*0.0*0.41*0.02*8.01*14.83*0.44*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PREMIER*2019 T1*2019-01-01*2019-03-31*6, en una escala del 1 al 7*0.0*-0.14**0.0*0*[]*0*false*2.5614*0.0*0.0*0.0*0.0*8.15*14.83*0.0*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - CARTERA*2019 T1*2019-01-01*2019-03-31*6, en una escala del 1 al 7*0.0*-0.14**22578315.65*16052*[]*56777000*false*2.5147*0.21*0.0*0.21*0.02*8.22*14.83*0.24*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - EMPRESA*2019 T1*2019-01-01*2019-03-31*6, en una escala del 1 al 7*0.0*-0.14**0.0*0*[]*0*false*2.5398*0.0*0.0*0.0*0.0*8.01*14.83*0.0*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PYME*2019 T1*2019-01-01*2019-03-31*6, en una escala del 1 al 7*0.0*-0.14**82332.82*5*[]*207000*false*2.5195*0.48*0.0*0.48*0.02*7.93*14.83*0.51*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - BASE*2020 S2*2020-07-01*2020-12-31*6, en una escala del 1 al 7*0.15*-0.22**2275181.44*866*[]*6196000*false*2.7232*1.13*0.0*1.13*0.05*10.31*21.04*0.59*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PLUS*2020 S2*2020-07-01*2020-12-31*6, en una escala del 1 al 7*0.15*-0.22**223014.35*4*[]*628000*false*2.818*0.83*0.0*0.83*0.05*10.48*21.04*0.44*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PREMIER*2020 S2*2020-07-01*2020-12-31*6, en una escala del 1 al 7*0.15*-0.22**0.0*0*[]*0*false*2.9063*0.0*0.0*0.0*0.0*10.63*21.05*0.0*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - CARTERA*2020 S2*2020-07-01*2020-12-31*6, en una escala del 1 al 7*0.15*-0.22**18520559.37*11157*[]*53076000*false*2.8658*0.43*0.0*0.43*0.05*10.7*21.05*0.24*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - EMPRESA*2020 S2*2020-07-01*2020-12-31*6, en una escala del 1 al 7*0.15*-0.22**0.0*0*[]*0*false*2.8541*0.0*0.0*0.0*0.0*10.48*21.05*0.0*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PYME*2020 S2*2020-07-01*2020-12-31*6, en una escala del 1 al 7*0.15*-0.22**89214.19*8*[]*251000*false*2.8164*0.98*0.0*0.98*0.05*10.4*21.04*0.52*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - BASE*2020 T3*2020-07-01*2020-09-30*6, en una escala del 1 al 7*0.05*-0.07**2315070.94*871*[]*5715000*false*2.4687*0.57*0.0*0.57*0.03*0.71*20.24*0.6*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PLUS*2020 T3*2020-07-01*2020-09-30*6, en una escala del 1 al 7*0.05*-0.07**223014.35*4*[]*569000*false*2.5508*0.41*0.0*0.41*0.03*0.86*20.24*0.44*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PREMIER*2020 T3*2020-07-01*2020-09-30*6, en una escala del 1 al 7*0.05*-0.07**0.0*0*[]*0*false*2.627*0.0*0.0*0.0*0.0*1.0*20.25*0.0*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - CARTERA*2020 T3*2020-07-01*2020-09-30*6, en una escala del 1 al 7*0.05*-0.07**16927013.57*11787*[]*43820000*false*2.5887*0.21*0.0*0.21*0.03*1.07*20.25*0.24*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - EMPRESA*2020 T3*2020-07-01*2020-09-30*6, en una escala del 1 al 7*0.05*-0.07**0.0*0*[]*0*false*2.5833*0.0*0.0*0.0*0.0*0.86*20.25*0.0*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PYME*2020 T3*2020-07-01*2020-09-30*6, en una escala del 1 al 7*0.05*-0.07**119018.46*8*[]*304000*false*2.5512*0.49*0.0*0.49*0.03*0.79*20.24*0.52*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - BASE*2020 S1*2020-01-01*2020-06-30*6, en una escala del 1 al 7*0.0*-0.05**2369077.92*893*[]*5807000*false*2.4513*1.12*0.0*1.12*0.05*8.36*20.06*0.59*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PLUS*2020 S1*2020-01-01*2020-06-30*6, en una escala del 1 al 7*0.0*-0.05**223014.35*4*[]*564000*false*2.5289*0.82*0.0*0.82*0.05*8.52*20.06*0.44*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PREMIER*2020 S1*2020-01-01*2020-06-30*6, en una escala del 1 al 7*0.0*-0.05**0.0*0*[]*0*false*2.6009*0.0*0.0*0.0*0.0*8.67*20.06*0.0*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - CARTERA*2020 S1*2020-01-01*2020-06-30*6, en una escala del 1 al 7*0.0*-0.05**16883586.55*12154*[]*43246000*false*2.5614*0.42*0.0*0.42*0.05*8.73*20.06*0.24*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - EMPRESA*2020 S1*2020-01-01*2020-06-30*6, en una escala del 1 al 7*0.0*-0.05**0.0*0*[]*0*false*2.5612*0.0*0.0*0.0*0.0*8.52*20.06*0.0*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PYME*2020 S1*2020-01-01*2020-06-30*6, en una escala del 1 al 7*0.0*-0.05**119018.46*8*[]*301000*false*2.5313*0.97*0.0*0.97*0.05*8.44*20.06*0.52*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - BASE*2020 T1*2020-01-01*2020-03-31*6, en una escala del 1 al 7*0.0*-0.05**2325801.39*893*[]*5262000*false*2.2623*0.56*0.0*0.56*0.02*-17.12*17.82*0.59*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PLUS*2020 T1*2020-01-01*2020-03-31*6, en una escala del 1 al 7*0.0*-0.05**223014.35*4*[]*520000*false*2.3305*0.41*0.0*0.41*0.02*-17.0*17.82*0.44*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PREMIER*2020 T1*2020-01-01*2020-03-31*6, en una escala del 1 al 7*0.0*-0.05**0.0*0*[]*0*false*2.3935*0.0*0.0*0.0*0.0*-16.88*17.82*0.0*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - CARTERA*2020 T1*2020-01-01*2020-03-31*6, en una escala del 1 al 7*0.0*-0.05**17128930.39*12361*[]*40351000*false*2.3557*0.21*0.0*0.21*0.02*-16.83*17.82*0.24*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - EMPRESA*2020 T1*2020-01-01*2020-03-31*6, en una escala del 1 al 7*0.0*-0.05**0.0*0*[]*0*false*2.3602*0.0*0.0*0.0*0.0*-17.0*17.82*0.0*True
SABADELL JAPON BOLSA, FI*SABADELL JAPÓN BOLSA, FI - PYME*2020 T1*2020-01-01*2020-03-31*6, en una escala del 1 al 7*0.0*-0.05**120836.09*8*[]*282000*false*2.3344*0.48*0.0*0.48*0.02*-17.06*17.82*0.51*True
